hungry_hawking;0.13%;0.28%;354.8MiB / 125.6GiB;7.15kB / 0B;99.2MB / 0B;34 ;14:42:06
hungry_hawking;0.12%;0.28%;354.8MiB / 125.6GiB;7.15kB / 0B;99.2MB / 0B;34 ;14:42:09
hungry_hawking;0.13%;0.28%;354.8MiB / 125.6GiB;7.15kB / 0B;99.2MB / 0B;34 ;14:42:11
hungry_hawking;0.13%;0.28%;354.8MiB / 125.6GiB;7.15kB / 0B;99.2MB / 0B;34 ;14:42:14
hungry_hawking;0.13%;0.28%;354.8MiB / 125.6GiB;7.15kB / 0B;99.2MB / 0B;34 ;14:42:17
hungry_hawking;0.13%;0.28%;354.8MiB / 125.6GiB;7.15kB / 0B;99.2MB / 0B;34 ;14:42:19
hungry_hawking;0.13%;0.28%;354.8MiB / 125.6GiB;7.15kB / 0B;99.2MB / 0B;34 ;14:42:22
hungry_hawking;19.88%;0.28%;356.3MiB / 125.6GiB;8.2kB / 5.92kB;99.4MB / 0B;35 ;14:42:24
hungry_hawking;99.72%;0.33%;426MiB / 125.6GiB;38kB / 389kB;134MB / 0B;35 ;14:42:27
hungry_hawking;96.36%;0.43%;551.8MiB / 125.6GiB;38.4kB / 390kB;146MB / 0B;35 ;14:42:30
hungry_hawking;0.13%;0.43%;551.6MiB / 125.6GiB;42.4kB / 952kB;146MB / 406kB;35 ;14:42:32
hungry_hawking;0.12%;0.43%;551.6MiB / 125.6GiB;42.4kB / 952kB;146MB / 406kB;35 ;14:42:35
hungry_hawking;0.13%;0.43%;551.6MiB / 125.6GiB;42.4kB / 952kB;146MB / 406kB;35 ;14:42:37
hungry_hawking;0.13%;0.43%;551.6MiB / 125.6GiB;43.5kB / 952kB;146MB / 406kB;35 ;14:42:40
hungry_hawking;0.13%;0.43%;551.6MiB / 125.6GiB;44kB / 952kB;146MB / 406kB;35 ;14:42:43
hungry_hawking;0.13%;0.43%;551.6MiB / 125.6GiB;44kB / 952kB;146MB / 406kB;35 ;14:42:45
hungry_hawking;0.12%;0.43%;551.6MiB / 125.6GiB;44.5kB / 952kB;146MB / 406kB;35 ;14:42:48
hungry_hawking;140.59%;0.65%;840.6MiB / 125.6GiB;297MB / 2.15MB;146MB / 406kB;35 ;14:42:50
hungry_hawking;99.96%;0.65%;841.3MiB / 125.6GiB;297MB / 2.15MB;146MB / 406kB;35 ;14:42:53
hungry_hawking;101.94%;0.69%;886.5MiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:42:56
hungry_hawking;100.40%;1.05%;1.314GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:42:58
hungry_hawking;100.09%;1.28%;1.605GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:01
hungry_hawking;100.40%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:03
hungry_hawking;99.94%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:06
hungry_hawking;99.90%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:09
hungry_hawking;99.97%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:11
hungry_hawking;99.95%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:14
hungry_hawking;100.40%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:16
hungry_hawking;100.40%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:19
hungry_hawking;99.95%;1.95%;2.45GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:22
hungry_hawking;99.92%;2.25%;2.827GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:24
hungry_hawking;99.81%;2.79%;3.506GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:27
hungry_hawking;100.32%;3.78%;4.746GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:29
hungry_hawking;100.31%;3.21%;4.025GiB / 125.6GiB;297MB / 2.18MB;146MB / 406kB;35 ;14:43:32
hungry_hawking;72.59%;1.13%;1.419GiB / 125.6GiB;297MB / 2.18MB;160MB / 406kB;35 ;14:43:35
hungry_hawking;1.11%;1.13%;1.419GiB / 125.6GiB;300MB / 2.2MB;160MB / 406kB;35 ;14:43:37
hungry_hawking;100.41%;1.13%;1.419GiB / 125.6GiB;303MB / 2.23MB;160MB / 406kB;35 ;14:43:40
hungry_hawking;100.43%;1.13%;1.419GiB / 125.6GiB;304MB / 2.23MB;160MB / 406kB;35 ;14:43:42
hungry_hawking;61.01%;1.14%;1.43GiB / 125.6GiB;304MB / 2.5MB;162MB / 590kB;35 ;14:43:45
hungry_hawking;0.13%;1.14%;1.43GiB / 125.6GiB;304MB / 2.5MB;162MB / 590kB;35 ;14:43:48
hungry_hawking;0.12%;1.14%;1.43GiB / 125.6GiB;304MB / 2.5MB;162MB / 590kB;35 ;14:43:50
hungry_hawking;1580.38%;1.67%;2.098GiB / 125.6GiB;304MB / 2.5MB;162MB / 590kB;35 ;14:43:53
